นิติบุคคลจัดตั้งเดือนมิถุนายน  2558,,,,,,
ทั่วประเทศ,,,,,,
ที่,เลขทะเบียน,ชื่อนิติบุคคล,"วันที่
จดทะเบียน"," ทุนจดทะเบียน
(บาท) ",รายละเอียดวัตถุประสงค์,ที่ตั้งสำนักงานใหญ่
73 ,0105558101252,บจ.แบร์ กรุ๊ป จำกัด,22/6/2558," 5,000,000 ",ประกอบกิจการให้คำปรึกษา สอนพิเศษ,294/1 อาคารเอเซีย ห้องเลขที่ 11C ชั้นที่ 5 ซอยพญานาค ถนนพญาไท  แขวงถนนพญาไท เขตราชเทวี กรุงเทพมหานคร 10400
74 ,0105558102046,บจ.กิจการร่วมค้า วิสม่า - ทีพีเอ็น จำกัด,23/6/2558," 5,000,000 ",ประกอบกิจการโรงงานกระดาษ,990 อาคารอับดุลราฮิมเพลส ชั้นที่ 27 ถนนพระราม 4  แขวงสีลม เขตบางรัก กรุงเทพมหานคร 10500
75 ,0105558096411,บจ.เฟซ ไฟว์ จำกัด,15/6/2558," 5,000,000 ",ประกอบกิจการค้า ทองนาก เงิน เพชร พลอย และอัญมณี,198/15 ถนนสีลม  แขวงสุริยวงศ์ เขตบางรัก กรุงเทพมหานคร 10500
76 ,0105558105967,บจ.วิชาญเอสเตท จำกัด,30/6/2558," 5,000,000 ",ให้เช่าและดำเนินการเกี่ยวกับอสังหาริมทรัพย์ที่เป็นของตนเอง เพื่อเป็นที่พักอาศัย,1249/194 อาคารชุดเจมส์ทาวเวอร์ ชั้น 28 ถนนเจริญกรุง  แขวงสุริยวงศ์ เขตบางรัก กรุงเทพมหานคร 10500
77 ,0105558100078,บจ.หวงเบาเช เซอร์วิส (ประเทศไทย) จำกัด,19/6/2558," 5,000,000 ",ประกอบกิจการให้บริการ อำนวยความสะดวก และให้คำปรึกษาทางธุรกิจแก่ชาวต่างชาติที่ต้องการทำธุรกิจในประเทศ,43/32ช5 ซอยอนุมานราชธน  แขวงสุริยวงศ์ เขตบางรัก กรุงเทพมหานคร 10500
78 ,0105558098090,บจ.กิ่งบุญส่ง เซอร์วิส จำกัด,17/6/2558," 5,000,000 ",ประกอบกิจการรับงานบริการปรับปรุงอาคารและบ้านทั่วไป,72/40 ซอยรามคำแหง 164 ถนนรามคำแหง  แขวงมีนบุรี เขตมีนบุรี กรุงเทพมหานคร 10510
79 ,0105558096569,บจ.มาย เบฟเวอร์เรจ จำกัด,15/6/2558," 5,000,000 ",ผลิตและจำหน่ายน้ำดื่มบรรจุภัณฑ์,41/19 หมู่ที่ 5  แขวงคลองสิบ เขตหนองจอก กรุงเทพมหานคร 10530
80 ,0105558099088,บจ.หงษ์ไทยเฮง เทรดดิ้ง จำกัด,18/6/2558," 5,000,000 ",ค้าปลีกค้าส่ง นำเข้าส่งออกวัสดุก่อสร้าง  วัสดุปูพื้น เฟอร์นิเจอร์ วัสดุเหล็ก ผลิตภัณฑ์ไม้ทุกชนิด,102/5 ถนนเชื่อมสัมพันธ์  แขวงกระทุ่มราย เขตหนองจอก กรุงเทพมหานคร 10530
81 ,0105558099754,บจ.ไทย ซุปเปอร์ ไรส์ จำกัด,19/6/2558," 5,000,000 ",ประกอบกิจการค้า ซื้อ ขาย จำนอง จำนำ ประมูล ข้าวทุกชนิด,88/8 ถนนอรุณอมรินทร์ตัดใหม่  แขวงวัดกัลยาณ์ เขตธนบุรี กรุงเทพมหานคร 10600
82 ,0105558094884,บจ.ยูเนี่ยนฟู้ดส์ อินเตอร์เทรด จำกัด,11/6/2558," 5,000,000 ",ซื้อมาขายไปนำเข้ามาจำหน่ายและส่งออกไปจำหน่ายซึ่งสินค้าประเภท ผัก ผลไม้ หน่อไม้ เครื่องกระป๋อง,581 ซอยเทอดไทย 33  แขวงดาวคะนอง เขตธนบุรี กรุงเทพมหานคร 10600
83 ,0105558090129,บจ.ออริจินัล ออโต้ อิมพอร์ต จำกัด,3/6/2558," 5,000,000 ",นำเข้ารถยนต์,161/92 ถนนจรัญสนิทวงศ์  แขวงบางขุนศรี เขตบางกอกน้อย กรุงเทพมหานคร 10700
84 ,0105558095911,บจ.อารีญา 2015 จำกัด,12/6/2558," 5,000,000 ",ประกอบกิจการให้บริการเช่าที่พักอาศัย,146 ซอยวัดมัชฌันติการาม  แขวงวงศ์สว่าง เขตบางซื่อ กรุงเทพมหานคร 10800
85 ,0105558096721,บจ.เซเลสต์ ซิสเทมส์ จำกัด,15/6/2558," 5,000,000 ",ผลิต ซื้อ ขาย ชิ้นส่วนอิเล็กทรอนิกส์ วัสดุทางวิศวกรรม อากาศยานไร้นักบิน ให้คำปรึกษาอบรม,253 ซอยพหลโยธิน 46 ถนนพหลโยธิน  แขวงเสนานิคม เขตจตุจักร กรุงเทพมหานคร 10900
86 ,0105558102461,บจ.พญาพัก จำกัด,23/6/2558," 5,000,000 ",ประกอบกิจการโรงแรม,57/49 ซอยทรงสะอาด  แขวงจอมพล เขตจตุจักร กรุงเทพมหานคร 10900
87 ,0105558105223,บจ.มิกซ์ แอท เกษตร จำกัด,29/6/2558," 5,000,000 ",ประกอบกิจการร้านอาหาร บาร์,99/2 ซอยพหลโยธิน 38 ถนนพหลโยธิน  แขวงเสนานิคม เขตจตุจักร กรุงเทพมหานคร 10900
88 ,0105558096216,บจ.เจอาร์เอฟ ดีเวลลอปเม้นท์ จำกัด,15/6/2558," 5,000,000 ",การซื้อและการขายอสังหาริมทรัพย์ที่เป็นของตนเองเพื่อการพักอาศัย,639/2 ถนนลาดพร้าว  แขวงจอมพล เขตจตุจักร กรุงเทพมหานคร 10900
