นิติบุคคลจัดตั้งเดือนกันยายน  2558,,,,,,,,
ทั่วประเทศ,,,,,,,,
ที่,เลขทะเบียน,ชื่อนิติบุคคล,"วันที่
จดทะเบียน"," ทุนจดทะเบียน
(บาท) ",รายละเอียดวัตถุประสงค์,ที่ตั้งสำนักงานใหญ่,,
73,0105558157037,บจ.สมาร์ท เลิฟ จำกัด,28/9/2558," 9,000,000 ",ค้า ของเล่นเด็ก ทุกประเภท,958/5 อาคารเดอะ วินนิ่ง ทาวเวอร์ ถนนสุขุมวิท 71  แขวงคลองตันเหนือ เขตวัฒนา กรุงเทพมหานคร 10110,,
74,0105558144946,บจ.บีทูดี สปอร์ต จำกัด,7/9/2558," 8,000,000 ",นำเข้าจักรยานและอุปกรณ์ตกแต่ง เสื้อผ้า เครื่องแต่งกาย อุปกรณ์สวมใส่สำหรับการขับขี่จักรยาน,139 หมู่ที่ 7 ถนนนวมินทร์  แขวงคลองกุ่ม เขตบึงกุ่ม กรุงเทพมหานคร 10240,,
75,0105558143257,บจ.มูเกน เดคคอร์เรชั่น จำกัด,3/9/2558," 6,000,000 ",ประกอบกิจการค้าปลีก ค้าส่ง อุปกรณ์ประกอบการติดตั้งผ้าม่านทุกประเภท,35 ชั้นที่ 1 ซอยประวิทย์และเพื่อน 1/2  แขวงบางจาก เขตพระโขนง กรุงเทพมหานคร 10260,,
76,0105558154704,บจ.โซโห สเปซ จำกัด,23/9/2558," 6,000,000 ",เพื่อปล่อยเช่าพื้นที่สำนักงาน พร้อมสิ่งอำนวยความสะดวก,100/68 อาคารแวร์เฮาส์ ห้อง 7987 ซอยสุขุมวิท 26  แขวงคลองตัน เขตคลองเตย กรุงเทพมหานคร 10110,,
77,0105558141491,บจ.เจ้อเจียง ซินเย่ คอนสตรัคชั่น กรุ๊ป จำกัด,1/9/2558," 5,000,000 ",ประกอบกิจการรับเหมาก่อสร้างอาคาร อาคารพาณิชย์,184/69 อาคารฟอรั่มทาวเวอร์ ชั้น16 ถนนรัชดาภิเษก  แขวงห้วยขวาง เขตห้วยขวาง กรุงเทพมหานคร 10310,,
78,0105558143605,บจ.ทริปเปิ้ล เอส (ประเทศไทย) จำกัด,3/9/2558," 5,000,000 ",ประกอบกิจการขายเสริมอาหาร และสินค้าอุปโภคบริโภค,2539 อาคารห้างอิมพีเรียลเวิลด์ ลาดพร้าว ห้อง บี 27-28 ชั้น 4 ถนนลาดพร้าว  แขวงคลองเจ้าคุณสิงห์ เขตวังทองหลาง กรุงเทพมหานคร 10310,,
79,0105558145926,บจ.ฮอลลีส์ คอฟฟี่ พระราม9 จำกัด,9/9/2558," 5,000,000 ",จำหน่ายกาแฟและเบเกอรี่,9/9 อาคารศูนย์การค้า เซ็นทรัลพลาซา แกรนด์ พระราม9 ชั้นที่ 7 ห้องเลขที่ K708-K709 ถนนพระราม9  แขวงห้วยขวาง เขตห้วยขวาง กรุงเทพมหานคร 10310,,
80,0105558146027,บจ.แนท แอปเปิ้ล จำกัด,9/9/2558," 5,000,000 ",ประกอบกิจการค้า นำเข้าโทรศัพท์มือถือ และ อุปกรณ์,102 ซอยลาดพร้าว 73 (แหลมทอง)  แขวงคลองเจ้าคุณสิงห์ เขตวังทองหลาง กรุงเทพมหานคร 10310,,
81,0105558146787,บจ.มอนทาจ เอ็นเตอร์เทนเม้นต์ จำกัด,9/9/2558," 5,000,000 ",รับจ้างงานละคร งานแสดงสินค้า งานรื่นเริง และงานบันเทิง,600/23 บี สแควร์ ซอยรามคำแหง39(เทพลีลา1)  แขวงวังทองหลาง เขตวังทองหลาง กรุงเทพมหานคร 10310,,
82,0105558149026,บจ.ซีซิน พร็อพเพอร์ตี้ จำกัด,14/9/2558," 5,000,000 ",ซื้อ ขาย จัดหา ให้เช่า ปรับปรุง ตกแต่ง ซึ่งทรัพย์สินใด ๆ,65/211 อาคารชำนาญเพ็ญชาติ บิสเนส เซ็นเตอร์ ชั้นที่ 25 ถนนพระราม 9  แขวงห้วยขวาง เขตห้วยขวาง กรุงเทพมหานคร 10310,,
83,0105558150130,บจ.ดี.เอ.เอช จำกัด,15/9/2558," 5,000,000 ",ปประกอบกิจการร้านอาหาร ร้านเหล้า บาร์ ผับ ไนท์คลับ ร้านอาหารกึ่งผับ สถานบันเทิงทุกประเภท,29/59 ซอยศูนย์วิจัย  แขวงบางกะปิ เขตห้วยขวาง กรุงเทพมหานคร 10310,,
84,0105558155069,บจ.พาสเทล เฮ้าส์ จำกัด,24/9/2558," 5,000,000 ",ประกอบกิจการโรงแรม ภัตตาคาร บาร์ ไนท์คลับ,"1310,1312,1314,1316 ถนนสุทธิสารวินิจฉัย  แขวงห้วยขวาง เขตห้วยขวาง กรุงเทพมหานคร 10310",,
85,0105558152591,บจ.เอ็ม.เอ็ม. คอร์ท จำกัด,21/9/2558," 5,000,000 ",ประกอบกิจการห้องพัก เกสท์เฮาส์ รีสอร์ท,63 ซอยร่วมฤดี 3 ถนนเพลินจิต  แขวงลุมพินี เขตปทุมวัน กรุงเทพมหานคร 10330,,
86,0105558155891,บจ.ทรี เพย์ (ประเทศไทย) จำกัด,25/9/2558," 5,000,000 ",ประกอบกิจการให้บริการทำธุรกรรมผ่านสื่ออิเล็กทรอนิกส์ เพื่อให้กระบวนการทางธุรกิจมีประสิทธิภาพ,"973 อาคารเพรสิเด้นท์ ทาวเวอร์ ชั้นที่ 11 ห้องเลขที่ 11จี, 11เอช ถนนเพลินจิต  แขวงลุมพินี เขตปทุมวัน กรุงเทพมหานคร 10330",,
