นิติบุคคลจัดตั้งเดือนมีนาคม  2558,,,,,,
ทั่วประเทศ,,,,,,
ที่,เลขทะเบียน,ชื่อนิติบุคคล,"วันที่
จดทะเบียน"," ทุนจดทะเบียน
(บาท) ",รายละเอียดวัตถุประสงค์,ที่ตั้งสำนักงานใหญ่
75 ,0105558043783,บจ.วี.อาร์.วัน โลจิสติกส์ (ไทยแลนด์) จำกัด,11/3/2558," 8,000,000 ",ประกอบกิจการบริการขนส่งภายในประเทศ บริการขนส่งหัวลากภายในประเทศ ทั้งขาเข้าและขาออก,123 ซอยแฮปปี้เพลช 13  แขวงคลองสามประเวศ เขตลาดกระบัง กรุงเทพมหานคร 10520
76 ,0105558046413,บจ.บุญภา คอนสตรัคชั่น จำกัด,16/3/2558," 8,000,000 ",รับเหมาก่อสร้าง,233/18 ถนนสรรพาวุธ  แขวงบางนา เขตบางนา กรุงเทพมหานคร 10260
77 ,0105558048033,บจ.อี วี ดีเวลลอปเม้นท์ จำกัด,17/3/2558," 8,000,000 ",การทำซอฟต์แวร์ประเภท Enterprise Software และ Digital content รวมถึงการออกแบบและพัฒนาซอฟแวร์,689 อาคารภิรัช ทาวน์เวอร์แอ๊ดเอ็มควอเทียร์ ถนนสุขุมวิท(ซอย 35)  แขวงคลองเตยเหนือ เขตวัฒนา กรุงเทพมหานคร 10110
78 ,0105558052201,บจ.เอเอเอ คอนโดมิเนียม จำกัด,24/3/2558," 7,250,000 ",ซื้อ ขาย พัฒนาอสังหาริมทรัพย์และที่ดิน,142 อาคารทูแปซิฟิคเพลส ชั้น 14 ห้อง 1406-7 ถนนสุขุมวิท  แขวงคลองเตย เขตคลองเตย กรุงเทพมหานคร 10110
79 ,0105558051824,บจ.ฮ่านไทย พลังงาน เทคโนโลยี จำกัด,23/3/2558," 6,800,000 ",โรงงานผลิตแผงโซล่าเซล หลอดไฟฟ้าแอลอีดีทุกชนิด ปลั๊กและสวิทซ์ไฟฟ้า เสาไฟฟ้า สายไฟฟ้า,1888 ถนนพระราม 9  แขวงสวนหลวง เขตสวนหลวง กรุงเทพมหานคร 10250
80 ,0105558048076,บจ.เคทีเอ็น ยูไนเต็ด (ไทยแลนด์) จำกัด,17/3/2558," 6,606,000 ",การขายเวลาและพื้นที่สำหรับการโฆษณาเพื่อใช้สื่อโฆษณา ทางโทรทัศน์ และสื่ออื่นๆโดยได้รับค่าตอบแทน,333/3 หมู่บ้านรัชดานิเวศน์ ซอย 19 ถนนประชาอุทิศ  แขวงสามเสนนอก เขตห้วยขวาง กรุงเทพมหานคร 10310
81 ,0105558054742,บจ.ชิไร อิเล็กทรอนิกส์ เทรดดิ้ง (ประเทศไทย) จำกัด,27/3/2558," 6,000,000 ",การค้าส่ง ค้าปลีก นำเข้า และส่งออก ซึ่งผลิตภัณฑ์ทุกชนิดทุกประเภทรวมทั้งผลิตภัณฑ์ดังต่อไปนี้ แผงวงจรฯ,888/86 อาคารมหาทุนพลาซ่า ถนนเพลินจิต  แขวงลุมพินี เขตปทุมวัน กรุงเทพมหานคร 10330
82 ,0105558039123,บจ.นิตโต้ โคเกียว เทรดดิ้ง (ประเทศไทย) จำกัด,3/3/2558," 6,000,000 ",ประกอบกิจการ ขายปลีก ขายส่ง อุปกรณ์และชิ้นส่วนอิเล็กทรอนิกส์,56 อาคารญาดา ห้องเลขที่ 802-803 ชั้นที่ 8 ถนนสีลม  แขวงสุริยวงศ์ เขตบางรัก กรุงเทพมหานคร 10500
83 ,0105558045905,บจ.อิตาลิโอ จำกัด,13/3/2558," 6,000,000 ",ประกอบกิจการร้านอาหาร,50/4 ซอยสุขุมวิท 24  แขวงคลองตัน เขตคลองเตย กรุงเทพมหานคร 10110
84 ,0105558051883,บจ.คิทซ์ วาล์ว แอนด์ แอคทูเอชั่น (ประเทศไทย) จำกัด,24/3/2558," 6,000,000 ",ค้าปลีก ส่ง อุปกรณ์ควบคุมของเหลว อะไหล่และอุปกรณ์ของสินค้า,388 อาคารเอ็กเชน ทาวเวอร์ ชั้นที่ 29 ห้องเลขที่ 2901-2904 ถนนสุขุมวิท  แขวงคลองเตย เขตคลองเตย กรุงเทพมหานคร 10110
85 ,0105558055510,บจ.โตเกียวมารีนอินชัวรันส์โบรกเกอร์ จำกัด,30/3/2558," 6,000,000 ",ประกอบกิจการเป็นนายหน้าประกันวินาศภัย,1 อาคารเอ็มไพร์ ทาวเวอร์ ชั้น 40 ห้อง 4012 ถนนสาทรใต้  แขวงยานนาวา เขตสาทร กรุงเทพมหานคร 10120
86 ,0105558049234,บจ.คิวบีดี เทคโนโลยีส์ จำกัด,19/3/2558," 5,600,000 ",การขายส่งเครืองจักรและอุปกรณ์อื่นๆซื่งมิได้จัดประเภทไว้ในที่อื่น,29/75 ซอยสุขุมวิท 11 (ไชยยศ)  แขวงคลองเตยเหนือ เขตวัฒนา กรุงเทพมหานคร 10110
87 ,0105558054998,บจ.อาหารร่ำรวย จำกัด,27/3/2558," 5,000,000 ",การเช่าและการดำเนินการเกี่ยวกับอสังหาริมทรัพย์ที่เป็นของตนเองหรือเช่าจากผู้อื่นที่ไม่ใช่เพื่อเป็นที่,1006/409 อาคารมาสเตอร์วิว เอ็กเซ็กคิวทีฟ เพลส ซอยเจริญนคร 34/1 ถนนเจริญนคร  แขวงบางลำภูล่าง เขตคลองสาน กรุงเทพมหานคร 10600
