นิติบุคคลจัดตั้งเดือนพฤศจิกายน  2558,,,,,,,,
ทั่วประเทศ,,,,,,,,
ที่,เลขทะเบียน,ชื่อนิติบุคคล,"วันที่
จดทะเบียน"," ทุนจดทะเบียน
(บาท) ",รายละเอียดวัตถุประสงค์,ที่ตั้งสำนักงานใหญ่,,
73,0105558187785,บจ.แกรนด์ เซ็นทรัล คิทเช่น จำกัด,27/11/2558," 6,000,000 ",ประกอบกิจการโรงแรม ภัตตาคาร บาร์ ไนท์คลับ,123/7 ถนนนนทรี  แขวงช่องนนทรี เขตยานนาวา กรุงเทพมหานคร 10120,,
74,0105558182643,บจ.สมูทเลน จำกัด,17/11/2558," 6,000,000 ",ประกอบกิจการซื้อขาย ให้เช่า แลกเปลี่ยน ให้บริการ สินค้าทุกชนิดผ่านทางเครือข่ายอินเตอร์เน็ต,999/9 อาคารดิ ออฟฟิศเศส แอท เซ็นทรัลเวิลด์ ห้องเลขที่ 2812 ชั้นที่ 28 ถนนพระราม 1  แขวงปทุมวัน เขตปทุมวัน กรุงเทพมหานคร 10330,,
75,0105558174781,บจ.แจแปน อิเลคทริคอล เทสติ้ง ลาบอราตอรี่ (ประเทศไทย) จำกัด,2/11/2558," 6,000,000 ",ประกอบกิจการเป็นที่ปรึกษา วิเคราะห์ วิจัยและพัฒนา ทดสอบ หรือตรวจสอบคุณภาพสินค้าวัตถุดิบ,138 อาคารบุญมิตร ชั้นที่ 3 ห้องเลขที่ เอ 2 ถนนสีลม  แขวงสุริยวงศ์ เขตบางรัก กรุงเทพมหานคร 10500,,
76,0105558175302,บจ.แอโร เกท(ไทยแลนด์) จำกัด,2/11/2558," 5,000,000 ",ประกอบกิจการซื้อ ขาย รับจ้าง ประกอบ ต่อเติม ซ่อมแซม อุปกรณ์ที่ใช้กับเครื่องบินทุกชนิด,75/9 อาคารโอเชี่ยนทาวเวอร์ 2 ชั้นที่ 14 บี ห้องเลขที่ 5 ซอยสุขุมวิท 19 (วัฒนา) ถนนสุขุมวิท  แขวงคลองเตยเหนือ เขตวัฒนา กรุงเทพมหานคร 10110,,
77,0105558179847,บจ.เควสท์ เอสเตท จำกัด,11/11/2558," 5,000,000 ",ประกอบกิจการซื้อขาย ให้เช่า จำนอง บ้าน ที่ดิน อาคาร อาคารชุด อาคารสำนักงาน,298/65 ซอยสุขุมวิท 16 (สามมิตร)  แขวงคลองเตย เขตคลองเตย กรุงเทพมหานคร 10110,,
78,0105558181337,บจ.ดิ เอเซีย ไทย จำกัด,13/11/2558," 5,000,000 ",ประกอบกิจการพาณิชย์อิเล็กทรอนิกส์ ในการจองที่พัก โรงแรม ร้านอาหาร การแสดงโชว์ สปา,212/33 อาคารสุขุมวิท พลาซ่า ชั้น 2 ซอยสุขุมวิท 12 ถนนสุขุมวิท  แขวงคลองเตย เขตคลองเตย กรุงเทพมหานคร 10110,,
79,0105558182082,บจ.สปริทซ์ เรสเทอรองต์ แอนด์ เกสต์เฮาส์ จำกัด,16/11/2558," 5,000,000 ",ประกอบกิจการร้านอาหาร,4/21 ถนนสุขุมวิท 21  แขวงคลองเตยเหนือ เขตวัฒนา กรุงเทพมหานคร 10110,,
80,0105558187637,บจ.ไคมิ จำกัด,27/11/2558," 5,000,000 ",ประกอบกิจการนำเข้าส่งออก เครื่องสำอาง อุปกรณ์เครื่องมือ และเครื่องใช้เสริมความงาม,44/9-10 ชั้นที่ 2 ซอยอรรคพัฒน์ ถนนสุขุมวิท 55  แขวงคลองตันเหนือ เขตวัฒนา กรุงเทพมหานคร 10110,,
81,0105558188501,บจ.วิลลี่ โคทติ้ง จำกัด,30/11/2558," 5,000,000 ",นำเข้าส่งออกจำหน่ายน้ำยาโคทติ้ง และน้ำยาอื่นๆ รวมถึงสิ่งอื่นๆในทุกชนิด ทั้วราชอณาจักร,40/1-3 ซอยนานาเหนือ ถนนสุขุมวิท 3  แขวงคลองเตยเหนือ เขตวัฒนา กรุงเทพมหานคร 10110,,
82,0105558176350,บจ.เวสต์เกต ดีเวลอปเมนท์ จำกัด,4/11/2558," 5,000,000 ",ประกอบกิจการซื้อขาย เช่า ให้เช่า อสังหาริมทรัพย์ จัดสรรที่ดินเปล่า,1168/68 ถนนพระราม 4  แขวงทุ่งมหาเมฆ เขตสาทร กรุงเทพมหานคร 10120,,
83,0105558177313,บจ.นิวสกาย เอ็นเนอร์จี (ประเทศไทย) จำกัด,5/11/2558," 5,000,000 ",ประกอบกิจการผลิตและจำหน่ายไฟฟ้าพลังงานชีวภาพ ขยะ พลังงานแสงอาทิตย์ และพลังงานลมให้แก่การไฟฟ้าฝ่ายผลิ,127/15 อาคารปัญจธานี ชั้น12 ถนนนนทรี  แขวงช่องนนทรี เขตยานนาวา กรุงเทพมหานคร 10120,,
84,0105558179707,บจ.ยูนิโซระ จำกัด,11/11/2558," 5,000,000 ",ประกอบกิจการ ซื้อ ขาย ให้เช่า ขายฝาก จำนองที่ดิน สิ่งปลูกสร้างและอสังหาริมทรัพย์อื่น,6 ซอยสุดประเสริฐ 5 (ฝั่งขวา) ถนนสุดประเสริฐ  แขวงวัดพระยาไกร เขตบางคอแหลม กรุงเทพมหานคร 10120,,
85,0105558187998,บจ.อโบฟ ครีเอชั่น จำกัด,27/11/2558," 5,000,000 ",ประกอบกิจการ ค้นคว้า วิจัย พัฒนา ปรับปรุง ดัดแปลงแก้ไข ออกแบบสินค้า ชิ้นส่วน ระบบ,729/26-27 ถนนรัชดาภิเษก  แขวงบางโพงพาง เขตยานนาวา กรุงเทพมหานคร 10120,,
