นิติบุคคลจัดตั้งเดือนพฤษภาคม  2558,,,,,,
ทั่วประเทศ,,,,,,
ที่,เลขทะเบียน,ชื่อนิติบุคคล,"วันที่
จดทะเบียน"," ทุนจดทะเบียน
(บาท) ",รายละเอียดวัตถุประสงค์,ที่ตั้งสำนักงานใหญ่
73,0105558082231,บจ.แท็คเกิ้ล มาสเตอร์ จำกัด,19/5/2558," 5,000,000 ",ประกอบกิจการนำเข้า และจำหน่ายอุปกรณ์เกี่ยวกับการตกปลาทุกชนิด,333/1 ถนนทวีวัฒนา-กาญจนาภิเษก  แขวงทวีวัฒนา เขตทวีวัฒนา กรุงเทพมหานคร 10170
74,0103558009737,หจ.เอ็ม.ที. 98,6/5/2558," 5,000,000 ",ประกอบกิจการขนส่งและขนถ่ายสินค้า,540/8 ซอยเพิ่มสิน 22 ถนนพหลโยธิน  แขวงคลองถนน เขตสายไหม กรุงเทพมหานคร 10210
75,0105558074026,บจ.แอลพีแซด อินเตอร์ บิซิเนส จำกัด,1/5/2558," 5,000,000 ",ค้าข้าวส่งไปจำหน่ายต่างประเทศ เฉพาะข้าวสารบรรจุหรือหีบห่อ,51/75 ซอยวิภาวดีรังสิต 66 ถนนวิภาวดีรังสิต  แขวงตลาดบางเขน เขตหลักสี่ กรุงเทพมหานคร 10210
76,0105558079389,บจ.สมายล์ ไลท์ เอ็นจิเนียริ่ง จำกัด,14/5/2558," 5,000,000 ",ประกอบกิจการค้ารถขุด รถเกรด รถตัก พร้อมอะไหล่,335/8  แขวงทุ่งสองห้อง เขตหลักสี่ กรุงเทพมหานคร 10210
77,0105558088574,บจ.เม็มโมรี มาสเตอร์ แอลอีดี จำกัด,29/5/2558," 5,000,000 ",ประกอบกิจการรับจัดงาน ให้บริการผลิตสื่อโฆษณาทุกชนิด,3/218 ถนนวัชรพล  แขวงท่าแร้ง เขตบางเขน กรุงเทพมหานคร 10220
78,0105558076452,บจ.ฮุยต๋า เอเชีย แปซิฟิค ดีเวลลอปเม้นท์ จำกัด,8/5/2558," 5,000,000 ",ประกอบกิจการพัฒนาอสังหาริมทรัพย์ทำการพัฒนาปรับปรุงที่ดินเพื่อใช้เป็นที่ประกอบกิจการ,19/7 ซอยสุคนธสวัสดิ์ 29  แขวงลาดพร้าว เขตลาดพร้าว กรุงเทพมหานคร 10230
79,0105558076789,บจ.ไอเอสเอส ซิงค์ มารีน พอร์ต จำกัด,8/5/2558," 5,000,000 ",การขนส่งทางทะเล,210/6 ถนนคู้บอน  แขวงรามอินทรา เขตคันนายาว กรุงเทพมหานคร 10230
80,0105558077777,บจ.เอสพี คิงส์ ฟรุ๊ต จำกัด,11/5/2558," 5,000,000 ",ประกอบกิจการจำหน่าย และนำเข้าส่งออกสินค้าเกษตร และสินค้าอุปโภคบริโภคทุกชนิด,51/395 ซอยนวลจันทร์ 17  แขวงนวลจันทร์ เขตบึงกุ่ม กรุงเทพมหานคร 10230
81,0105558084927,บจ.เอเซีย ช็อป ซิสเต็ม โซลูชั่น จำกัด,22/5/2558," 5,000,000 ",ประกอบกิจการจัดทำโปรแกรมเว็บเพจและเครือข่ายตามวัตถุประสงค์ของผู้ใช้,343/314-315 ถนนคลองลำเจียก  แขวงนวลจันทร์ เขตบึงกุ่ม กรุงเทพมหานคร 10230
82,0105558087977,บจ.เลอ ชาเล่ต์ พิมาน จำกัด,28/5/2558," 5,000,000 ",ให้เช่าอสังหาริมทรัพย์ห้องพักห้องเช่า,9/562 ถนนกาญจนาภิเษก  แขวงคันนายาว เขตคันนายาว กรุงเทพมหานคร 10230
83,0105558080751,บจ.เอสอีที ซัคเซสส์ชั่น จำกัด,15/5/2558," 5,000,000 ",ประกอบกิจการค้าวัสดุก่อสร้าง อุปกรณ์ และเครื่องมือใช้ในการก่อสร้าง,8 ซอยนวมินทร์ 111 แยก 11  แขวงนวมินทร์ เขตบึงกุ่ม กรุงเทพมหานคร 10240
84,0105558082428,บจ.ยูนิจิน ซีเอฟพี จำกัด,19/5/2558," 5,000,000 ",บริหารงานด้านตลาดเงิน และ เงินลงทุน,555 ถนนนวมินทร์  แขวงคลองกุ่ม เขตบึงกุ่ม กรุงเทพมหานคร 10240
85,0105558082932,บจ.ไบโอ เทคนิคคัล จำกัด,20/5/2558," 5,000,000 ",ประกอบกิจการค้า นำเข้าส่งออก จำหน่ายสินค้าด้านการเกษตร ด้านปศุสัตว์ อาหารสัตว์ ยาบำรุง และรักษาสัตว์,9/39 ซอยรามคำแหง 144 ถนนรามคำแหง  แขวงสะพานสูง เขตสะพานสูง กรุงเทพมหานคร 10240
86,0105558087829,บจ.ก.อ. 19 ก่อสร้าง จำกัด,28/5/2558," 5,000,000 ",ประกอบกิจการรับจ้างติดตั้งออกแบบและควบคุมงานระบบไฟฟ้าระบบปรับอากาศระบบสุขาภิบาล,28 ถนนโพธิ์แก้ว  แขวงคลองจั่น เขตบางกะปิ กรุงเทพมหานคร 10240
