นิติบุคคลจัดตั้งเดือนสิงหาคม  2558,,,,,,,,
ทั่วประเทศ,,,,,,,,
ที่,เลขทะเบียน,ชื่อนิติบุคคล,"วันที่
จดทะเบียน"," ทุนจดทะเบียน
(บาท) ",รายละเอียดวัตถุประสงค์,ที่ตั้งสำนักงานใหญ่,,
76,0105558138075,บจ.วีพีคิว ปิโตรเลียม จำกัด,26/8/2558," 5,000,000 ",ประกอบกิจการค้าน้ำมันเชื้อเพลิง น้ำมันหล่อลื่นทุกชนิด รวมทั้งซื้อขายแก๊ส ใช้สำหรับรถยนต์ทุกชนิด,57 ซอยเพชรเกษม 60/3  แขวงบางด้วน เขตภาษีเจริญ กรุงเทพมหานคร 10160,,
77,0105558138695,บจ.บี.บี.เอส.เอสเตท จำกัด,26/8/2558," 5,000,000 ",ซื้อขายที่ดิน ที่ดินพร้อมสิ่งปลูกสร้างเพื่อค้ากำไร และนิติบุคคลอาคารชุดรวมทั้งจัดการสาธารนณูปโภค,638/38 ซอยพุทธมณฑลสาย2 ซอย7  แขวงบางแคเหนือ เขตบางแค กรุงเทพมหานคร 10160,,
78,0105558132913,บจ.ยูไนเต็ด เทรดดิ้ง แอนด์ ดิเวลลอปเมนท์ จำกัด,18/8/2558," 5,000,000 ",ประกอบกิจการจัดจำหน่าย ซื้อมาขายไป วัสดุ อุปกรณ์ เครื่องมือเครื่องใช้เกี่ยวกับอุตสาหกรรม,46 ซอยอินทราวาส 21 ถนนอินทราวาส  แขวงบางระมาด เขตตลิ่งชัน กรุงเทพมหานคร 10170,,
79,0105558132930,บจ.ยูไนเต็ด ซีวิล แอนด์ เอ็นจิเนียริ่ง จำกัด,18/8/2558," 5,000,000 ",ประกอบกิจการ รับเหมาก่อสร้างอาคาร อาคารพาณิชย์ อาคารที่พักอาศัย สถานที่ทำการ ถนนและงานก่อสร้าง,46 ซอยอินทราวาส 21 ถนนอินทราวาส  แขวงบางระมาด เขตตลิ่งชัน กรุงเทพมหานคร 10170,,
80,0103558016164,หจ.พันธ์ซาวด์,5/8/2558," 5,000,000 ",ประกอบกิจการค้าเครื่องใช้อิเล็กทรอนิกส์ที่เกี่ยวกับเสียงและภาพและเครื่องขยายเสียงของเครื่องดนตรี,125 ถนนบ้านหม้อ  แขวงวังบูรพาภิรมย์ เขตพระนคร กรุงเทพมหานคร 10200,,
81,0105558134291,บจ.วันซ์ อะเกน จำกัด,19/8/2558," 5,000,000 ",ประกอบกิจการโรงแรม ภัตตาคาร บาร์ ไนท์คลับ,22 ซอยสำราญราษฎร์ ถนนมหาไชย  แขวงสำราญราษฎร์ เขตพระนคร กรุงเทพมหานคร 10200,,
82,0105558127138,บจ.สุริญชา จำกัด,6/8/2558," 5,000,000 ",ประกอบกิจการรับติดตั้ง ตรวจสอบแก้ไข ซ่อมแซมระบบไฟฟ้า เครื่องใช้ไฟฟ้า และอุปกรณ์ไฟฟ้าทุกชนิด,63/31 ซอยช่างอากาศอุทิศ 10 แยก 1-2  แขวงดอนเมือง เขตดอนเมือง กรุงเทพมหานคร 10210,,
83,0105558131488,บจ.เลิฟโฮม กรุ๊ป จำกัด,14/8/2558," 5,000,000 ",ประกอบกิจการค้าที่ดิน ซื้อขายที่ดิน จัดสรรที่ดินเพื่อจำหน่าย,82 ถนนวัดเวฬุวนาราม  แขวงดอนเมือง เขตดอนเมือง กรุงเทพมหานคร 10210,,
84,0105558128347,บจ.ไนน์ วัน วัน เอ็นจิเนียริ่ง จำกัด,7/8/2558," 5,000,000 ",ให้บริการรับเหมาติดตั้ง ออกแบบ ให้เช่า ซ่อมแซม รื้อถอน ขนย้ายระบบไฟฟ้า หม้อแปลงและอุปกรณ์,53/55 ซอยเพิ่มสิน 41  แขวงสายไหม เขตสายไหม กรุงเทพมหานคร 10220,,
85,0105558141327,บจ.ซูหยก จำกัด,31/8/2558," 5,000,000 ",ประกอบกิจการค้าเครื่องจักร,299/520 ถนนสุขาภิบาลซอย 5  แขวงสายไหม เขตสายไหม กรุงเทพมหานคร 10220,,
86,0105558126751,บจ.เทอร์รี่ จำกัด,5/8/2558," 5,000,000 ",ขายยานยนต์ใหม่ชนิดยานยนต์หนัก,555 ถนนนวมินทร์  แขวงคลองกุ่ม เขตบึงกุ่ม กรุงเทพมหานคร 10240,,
87,0105558127243,บจ.อาร์ท บ๊อกซ์ (ไทยแลนด์) จำกัด,6/8/2558," 5,000,000 ",ประกอบกิจการจัดงานจำหน่ายสินค้า การจัดงานแสดงสินค้าและการเปิดตัวสินค้า รับจัดงานอีเว้นท์,21/71 ซอยรามคำแหง 76 แยก 3  แขวงหัวหมาก เขตบางกะปิ กรุงเทพมหานคร 10240,,
88,0105558127804,บจ.เฟิสท์ อินฟินิตี้ จำกัด,6/8/2558," 5,000,000 ",ประกอบกิจการซื้อ ขาย แลกเปลี่ยน นำเข้า ส่งออก แบริ่ง ตลับลูกปืน สินค้าอุตสาหกรรม,52/17 ซอยกรุงเทพกรีฑา 15  แขวงสะพานสูง เขตสะพานสูง กรุงเทพมหานคร 10240,,
89,0105558130805,บจ.ร่ำรวยการก่อสร้าง จำกัด,13/8/2558," 5,000,000 ",ประกอบกิจการรับเหมาก่อสร้าง ระบบก่อสร้าง ระบบปรับอากาศ,52/17 ซอยกรุงเทพกรีฑา 15  แขวงสะพานสูง เขตสะพานสูง กรุงเทพมหานคร 10240,,
90,0105558138202,บจ.บี.กริม เพาเวอร์ เซอร์วิส จำกัด,26/8/2558," 5,000,000 ",ให้บริการ บำรุงรักษา ซ่อมแซม ตรวจสอบ จัดการดูแลระบบพลังงานไฟฟ้า พลังงานไอน้ำ,88 ถนนกรุงเทพกรีฑา  แขวงหัวหมาก เขตบางกะปิ กรุงเทพมหานคร 10240,,
